gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
GMPS,0.208697919,7.172809075,2.389999024,0.038823749,0.131805319,-4.910898766
CINP,-0.305211717,5.170862177,-2.375129408,0.039808245,0.134400682,-4.91108606
PROB1,-0.567660921,0.88668287,-1.901392029,0.087515814,0.235104326,-4.912145938
MMGT1,0.368091283,5.455382178,2.38490639,0.0391582,0.132740406,-4.912763958
UBE2J1,-0.262027881,6.062235203,-2.396230678,0.038418314,0.130849381,-4.913729965
EPHX2,-0.473504766,0.446096579,-1.83886324,0.096885663,0.251849335,-4.915051989
CREBL2,-0.258805729,5.012926261,-2.36617042,0.040413203,0.135775049,-4.915106934
SPINK5,1.152695178,0.865038906,1.896805712,0.088173254,0.236343005,-4.915949898
TMEM261,-0.430951703,6.580769976,-2.394722279,0.038516068,0.131152728,-4.916980232
AC083843.2,0.527358633,0.716380365,1.878736814,0.090808545,0.240609968,-4.917144733
ANKRD17,-0.225456075,8.158937163,-2.355639602,0.041135842,0.137529466,-4.917877894
CSRP1,0.717468894,0.131916084,1.794100667,0.104155849,0.264294229,-4.918378605
UBE2E3,0.233484695,6.821464893,2.392009548,0.038692485,0.131545736,-4.918590559
TRMT61B,-0.324189131,4.392959691,-2.327724916,0.043113234,0.142312423,-4.918952832
ZNF331,0.575204961,4.358195061,2.325381663,0.043283394,0.1426245,-4.919162007
AC098820.3,0.485153812,0.176289138,1.800589598,0.103071621,0.262372026,-4.91976744
RP11-382J12.1,-1.034471006,0.131156273,-1.784720217,0.105741791,0.267320773,-4.920755383
RP11-199F11.2,0.492803553,1.148713707,1.938094624,0.082417504,0.22484949,-4.921065501
MED10,0.351839533,3.086476219,2.198667134,0.053527563,0.166460356,-4.92145348
FAM149A,0.404333499,2.540737049,2.12946012,0.060076934,0.180091054,-4.921967184
REEP6,-0.377722276,3.589183944,-2.252312922,0.048931176,0.156453315,-4.92349454
RP11-393M11.2,-0.598142541,0.320135694,-1.813722494,0.10090904,0.258743324,-4.924775565
PKD1,-0.291784125,7.627443204,-2.368913125,0.040227048,0.135300199,-4.924973393
HN1L,0.387164855,6.570213925,2.390498128,0.038791122,0.131752695,-4.925103499
GARNL3,-0.619370585,4.947885177,-2.35380654,0.041262918,0.137862717,-4.926646632
TNXB,0.329583048,2.476710043,2.118298837,0.061202916,0.182616726,-4.926754145
C3orf33,-0.360767658,1.976320565,-2.048394816,0.06872822,0.197661857,-4.928351261
PSPN,-0.39196487,3.075732911,-2.188251788,0.054467189,0.168238636,-4.929421753
LINC00883,0.54894975,3.652731009,2.256718472,0.048571212,0.155665062,-4.929647463
COX6A1P2,-0.369539848,4.699566168,-2.34028277,0.042212413,0.140197221,-4.929942646
SETD1A,0.331326737,4.994218951,2.356323118,0.041088556,0.137423276,-4.930933815
CNTRL,0.519866925,6.81011981,2.383875345,0.039226256,0.132881584,-4.931239997
PDDC1,-0.222219775,5.317730421,-2.368562666,0.040250788,0.135349887,-4.931343571
NDC1,0.203926736,6.043232548,2.384954087,0.039155054,0.132740406,-4.932951447
DENND4B,-0.298276747,5.445274632,-2.371048671,0.040082687,0.135055392,-4.933566715
KCNJ8,0.535090366,1.544599376,1.985481353,0.076247354,0.212981829,-4.934184942
C2CD2L,0.303159602,3.423999256,2.230120382,0.050784233,0.160743972,-4.934382281
WDR78,-0.320912404,2.661830503,-2.134749389,0.059550311,0.17888795,-4.934417989
NCOA6,0.365687264,6.118329437,2.383725561,0.039236153,0.132885287,-4.935812428
ATP5B,-0.518772637,9.944235249,-2.269277026,0.047559168,0.153202229,-4.936124981
NKX1-2,0.458785289,2.096492956,2.060233204,0.067394506,0.195000972,-4.937162014
HSPA1B,0.840978866,5.179008999,2.357679226,0.040994898,0.13718936,-4.937912945
CACNB4,-0.900393341,4.681555561,-2.328451479,0.043060606,0.142237405,-4.939314314
SSRP1,0.390872281,7.135312975,2.373092357,0.039945011,0.134741886,-4.939699711
ATAD3C,-0.591348869,-0.601875308,-1.677897797,0.12542838,0.299484561,-4.939872234
RP11-348N5.7,-0.841551061,-0.638586661,-1.669904768,0.127027548,0.302346394,-4.941093416
SESTD1,0.411340267,6.676417762,2.378698371,0.039569734,0.133791923,-4.942989474
LDOC1,0.623852971,3.051308513,2.180055694,0.055217789,0.169689031,-4.943102066
XRCC2,0.811520804,5.708369863,2.370106127,0.040146339,0.135179342,-4.945565049
MAP3K8,0.496567605,2.634079038,2.126397095,0.060383945,0.180852312,-4.945697456
FAM32A,-0.25253953,6.81073003,-2.373815769,0.039896389,0.134607955,-4.948366504
ATF3,0.524377107,2.934872756,2.162183053,0.056889345,0.173456272,-4.949550392
PRSS42,1.086457899,-0.703560422,1.657403761,0.129565538,0.30660333,-4.950292654
TNFRSF21,-0.443137183,7.248021599,-2.36255874,0.040659627,0.136360157,-4.951876933
RP5-940J5.3,-0.595611535,-0.255943869,-1.714307957,0.118371874,0.288471076,-4.95269787
DESI2,0.203613492,6.426962941,2.374119623,0.039875983,0.134599277,-4.953719378
NCKAP5L,-0.275250937,5.630879685,-2.363650231,0.040585,0.136170386,-4.954285053
BEAN1,0.352461643,4.349380522,2.304024232,0.044864886,0.146746579,-4.954504348
SSX2IP,0.345836909,5.245292549,2.351903026,0.041395286,0.138213192,-4.955336051
KDM5B,-0.274636722,7.678173708,-2.348668682,0.041621152,0.138783257,-4.955667024
NPIPB9,0.601409849,-0.373210083,1.699331066,0.121229693,0.292619085,-4.956408635
RP11-849F2.7,-0.444464764,0.286510315,-1.787699618,0.105235675,0.26643343,-4.956480356
RAD23B,0.208997091,8.114241123,2.333553041,0.042692845,0.141295438,-4.956943701
RGMB,-0.213926885,6.06757212,-2.370156076,0.040142964,0.135179342,-4.956946738
CCDC181,0.527862546,2.218621964,2.063288593,0.067054312,0.194317177,-4.958101638
PEX3,-0.40685148,3.900506092,-2.26111146,0.048214839,0.154776886,-4.96003418
ZNF395,0.270772887,4.549335372,2.314229247,0.044102296,0.144911658,-4.960170729
MAST2,0.282639825,6.171545029,2.369454132,0.040190428,0.135237298,-4.96019287
CMBL,-0.544794628,1.786457311,-1.99835598,0.074647869,0.209514307,-4.960889488
ADIPOR1,-0.293411794,5.854406652,-2.364177736,0.040548981,0.136079785,-4.961222472
AC084082.3,0.999504584,6.554407797,2.365324417,0.040470793,0.135880819,-4.961455334
GGT1,-0.537550551,1.032153268,-1.889611327,0.08921386,0.237967846,-4.961457512
TMEM184B,-0.328996987,6.033205501,-2.366346456,0.040401229,0.135765039,-4.961874901
VWA8,-0.215592822,4.845730075,-2.329547051,0.042981368,0.142094556,-4.962093446
ZNF823,0.320135184,3.659517897,2.238144437,0.050106501,0.15919967,-4.962878131
POLR1A,-0.40366777,7.572156536,-2.346197384,0.041794546,0.139170193,-4.964603304
VPS16,-0.408204848,5.801988724,-2.360556245,0.040796891,0.136699018,-4.96470277
WNT3,0.316118817,3.304047068,2.196884468,0.053687268,0.166666649,-4.965576664
GPNMB,-0.750038418,2.58316479,-2.097709574,0.063333339,0.186868012,-4.96885614
EHBP1,-0.292255375,6.070698478,-2.36235939,0.040673271,0.13636791,-4.969451193
ATP5I,-0.397897534,6.631422904,-2.362261007,0.040680007,0.13636791,-4.969957487
CCT6A,-0.247301969,7.796523529,-2.335818595,0.042530513,0.140881741,-4.9706513
MTRF1L,-0.331912079,4.949957342,-2.328890186,0.043028859,0.142189278,-4.97083548
RP11-425I13.3,0.423815113,-0.115476177,1.724324974,0.116494803,0.285422667,-4.971269192
LRRC27,-0.275041706,3.560609429,-2.219542919,0.051691232,0.16249045,-4.972479894
MPST,0.345052438,5.383046428,2.34625266,0.04179066,0.139170193,-4.972520023
PPRC1,0.219260333,4.933235198,2.327997622,0.043093473,0.142309336,-4.97285957
RTN4RL2,0.432507935,2.04670134,2.030134161,0.070834842,0.202012459,-4.973735063
NSUN4,-0.23538859,4.520004554,-2.302666399,0.044967319,0.146986073,-4.974631791
ORAI3,-0.409895337,2.125661411,-2.038092681,0.069909275,0.200129054,-4.975626123
ACOT9,-0.229421428,4.325809109,-2.288287535,0.04606614,0.149477296,-4.976182958
AP000476.1,-0.998272746,-0.995855033,-1.594996491,0.142929664,0.326070397,-4.97741549
MYCBP,-0.28917062,2.939134781,-2.141554961,0.058879242,0.177578851,-4.978415122
RRH,0.783656411,-0.766856241,1.629871355,0.135316841,0.314877095,-4.978880382
BMPR2,-0.250091596,6.573032465,-2.357637721,0.040997761,0.13718936,-4.979129865
TMEM154,-0.555109514,1.665529532,-1.967286692,0.078563076,0.217358804,-4.979571486
COPS3,0.276954568,6.020500882,2.355191959,0.04116684,0.137572159,-4.981316485
ZSCAN16-AS1,-0.36997483,2.433283777,-2.074572291,0.065812099,0.191745537,-4.982539908
CYP2D6,0.705653638,-0.125815907,1.712645208,0.118686103,0.288822621,-4.98411138
BST1,-0.380955559,0.727481165,-1.831794514,0.098001627,0.253875847,-4.984577227
FOXP1-IT1,0.929060622,-0.11727973,1.711982554,0.118811543,0.288895014,-4.985085905
RP11-571M6.17,-0.644424485,-0.055902754,-1.718179085,0.117643231,0.287303766,-4.985961456
ACP2,-0.416804936,5.12419932,-2.326325775,0.043214756,0.142491645,-4.986984576
FKBP8,-0.526563386,7.108556792,-2.343712787,0.041969587,0.139658156,-4.987583085
SLC19A1,0.5040417,3.853010974,2.241070498,0.049861549,0.158722076,-4.987839168
RAB2A,-0.197511565,7.358723115,-2.336902092,0.042453092,0.140733151,-4.99017655
WNK3,-0.26597252,5.488305776,-2.337650849,0.042399671,0.140633493,-4.990664484
ZNF788,-0.801761323,2.024680013,-2.00878521,0.073375526,0.207028703,-4.990892416
STX7,0.373105113,5.701390947,2.343584739,0.041978627,0.139658156,-4.991222615
ST7,0.234001407,4.922792711,2.315081732,0.044039169,0.14477913,-4.993107582
IL1RAPL1,0.640738595,1.801418319,1.982295016,0.076648182,0.213903552,-4.993524662
KCNH5,0.653457146,1.657552523,1.960797119,0.079404971,0.218686014,-4.99450676
NAGLU,-0.367334926,4.938088027,-2.313282703,0.044172492,0.145110722,-4.995003471
RP11-1275H24.2,-0.321148372,1.491361319,-1.935942001,0.08270866,0.225318034,-4.995072165
GPR146,0.462274355,0.903766648,1.851233668,0.094961012,0.248230182,-4.997659404
CUBN,-0.411778589,3.488508196,-2.193477826,0.053993743,0.167214922,-4.999071345
KDM4A,-0.361255271,6.838530307,-2.342012934,0.042089755,0.139974632,-4.999400425
NOP16,-0.342725674,3.880491496,-2.233935045,0.050460935,0.159989039,-5.001632958
ADAMTS14,-0.555438817,0.000364178,-1.715688285,0.118111592,0.28812128,-5.001803516
SCAF4,0.22072279,5.623985646,2.334979766,0.042590546,0.14101871,-5.00255533
SYF2,-0.229454432,4.895404747,-2.307166249,0.044628731,0.146272844,-5.002644732
IL17RB,0.454652398,3.780309506,2.224889016,0.051230868,0.161649238,-5.003143124
RBM14,0.284629362,5.926871354,2.340573442,0.042191781,0.140159538,-5.003167268
ZHX3,-0.264802588,7.017010156,-2.336465057,0.042484304,0.140790464,-5.003791149
SRR,0.238685993,3.773648254,2.224332173,0.051278633,0.161698551,-5.004263854
TP53TG3C,1.238567107,-1.132358854,1.558539997,0.15129303,0.338737508,-5.005394603
CDK6,-0.316489227,9.961470814,-2.225729936,0.051158817,0.161455645,-5.005705477
ADAP1,0.522910312,1.243524172,1.894650344,0.088483813,0.236732007,-5.005811134
ARAP1,0.384887845,5.375615435,2.325426904,0.043280103,0.1426245,-5.006102629
RP11-386G11.10,0.584251487,0.603294834,1.798915788,0.103350296,0.262771217,-5.008839572
CTD-2228K2.7,0.328147745,4.699859882,2.293138193,0.04569256,0.148841001,-5.009150361
BANP,0.401226174,4.663813325,2.290427677,0.045900948,0.14916573,-5.009686722
EYA2,0.269161533,5.723329659,2.331525979,0.042838602,0.141684639,-5.011878046
SPHK1,0.531990378,0.375202347,1.763111455,0.109479975,0.273699937,-5.013130575
IKBKAP,0.204358926,6.742489153,2.335219724,0.042573365,0.140992747,-5.01373247
PI4K2B,-0.338965122,5.365573006,-2.319259474,0.043731077,0.143911465,-5.013975101
SEC22B,-0.20413379,6.3400888,-2.336837748,0.042457686,0.140733151,-5.014540689
RDH10,-0.237847223,3.379631894,-2.172496687,0.055918889,0.171044136,-5.015401743
USP3-AS1,-0.487404437,-0.173858009,-1.681511274,0.124711419,0.298267919,-5.016576403
TMC6,-0.479564919,0.406620455,-1.76135136,0.109789738,0.274227175,-5.019345645
RP11-434B12.1,-0.814294841,0.036355689,-1.70505024,0.120131074,0.290791945,-5.019529831
SLC18A1,0.915127738,2.692046615,2.083054241,0.064892826,0.189971902,-5.019593423
TAF4,0.212257184,5.177755956,2.309884458,0.044425409,0.145782944,-5.020006913
ADAT3,0.381332617,0.746169026,1.812817617,0.101056691,0.259077912,-5.020288028
MRPL53,-0.406967999,1.706823288,-1.949240592,0.080925287,0.221740282,-5.020390926
RP11-798G7.7,0.613803578,0.21474323,1.734872826,0.114547603,0.282025129,-5.020584091
BFSP1,0.553812861,0.524555725,1.779333474,0.106662532,0.268692941,-5.021045892
EML6,0.348961929,2.630765637,2.078258103,0.065411113,0.191093622,-5.021149396
ZNF790,-0.438805015,3.957431518,-2.228156962,0.050951418,0.161003069,-5.021224456
MAP9,0.366338781,4.440856916,2.267727363,0.047682931,0.153502631,-5.023802836
ZNF578,0.376386639,2.633039566,2.076750648,0.065574829,0.191326767,-5.023890684
DHRS7B,-0.302066115,4.861297136,-2.29134135,0.045830601,0.149126334,-5.024987302
ATPAF2,-0.254826318,4.864775831,-2.290862159,0.045867483,0.149153307,-5.02646935
JAM2,-0.243652914,6.171227661,-2.328428511,0.043062268,0.142237405,-5.02681035
VPS33A,-0.339891308,3.671923369,-2.196291083,0.05374053,0.166710502,-5.028314452
RP11-644F5.10,-0.48728436,-0.137812392,-1.675676487,0.125870963,0.300359979,-5.030751784
RP11-927P21.1,0.64554423,-0.327207862,1.651029101,0.130877246,0.308318075,-5.030930334
GAN,-0.339503515,6.122308,-2.325031026,0.043308913,0.142648682,-5.031199406
PCDHA2,0.71268904,-0.280295448,1.656961721,0.129656113,0.306696575,-5.031303812
TBPL1,0.281181004,4.082434582,2.235546386,0.050324972,0.159692129,-5.032119533
U52111.14,0.727381794,0.221024398,1.726046238,0.116175001,0.284916595,-5.032175133
ECHDC2,-0.703653467,-0.371385973,-1.639808312,0.133215176,0.311523329,-5.033131409
PPM1K,-0.385167586,5.476414107,-2.310353225,0.044390436,0.145718038,-5.03386363
HDGFRP3,0.249983741,6.340015063,2.324891339,0.043319083,0.142648682,-5.034363891
KCND3-IT1,0.832103373,-0.754397309,1.589322481,0.144203721,0.328127262,-5.034806472
RP11-103G8.2,-0.604352097,-0.112184701,-1.674404373,0.12612506,0.300767421,-5.035338408
EGFL8,0.890603778,-0.479714753,1.625715099,0.136204668,0.316406504,-5.035686813
FAM66D,0.502427052,-0.012694556,1.691044143,0.122837732,0.295307463,-5.037429477
MDK,-0.396822899,6.010743052,-2.319197335,0.043735644,0.143911465,-5.038181589
XXbac-B135H6.18,0.524669342,0.26249008,1.729230591,0.115585472,0.283839711,-5.038225048
AC000068.5,0.578104846,0.997339678,1.835463802,0.097420866,0.252839049,-5.0404827
RHPN1-AS1,0.437824515,0.87889989,1.817774054,0.100250377,0.257754972,-5.04132638
SLC46A1,0.525519047,3.441195907,2.164312921,0.056687615,0.172973428,-5.041539397
CWC25,0.234834597,4.403984782,2.25439129,0.048761037,0.156074608,-5.041699406
AC009133.14,0.542389165,-0.012947033,1.687295404,0.123571486,0.296188951,-5.042065377
AC084219.4,-0.282990004,1.951684636,-1.970852614,0.078104058,0.216604952,-5.04321848
FDX1,0.221136581,3.873107633,2.209338931,0.05258107,0.164397525,-5.04411269
IBA57,-0.294800132,3.767146144,-2.196638682,0.053709324,0.166677265,-5.044198659
SLX1B,0.316293181,3.03103283,2.114510122,0.061589715,0.183382381,-5.044390994
CTD-2165H16.4,0.563185682,0.145379625,1.708093858,0.119550106,0.290036781,-5.044647969
NRL,0.571002739,0.938974183,1.823823262,0.09927435,0.25614635,-5.044649282
QPRT,-0.442616862,5.672300515,-2.308412152,0.044535425,0.146080451,-5.045109085
CTA-445C9.15,-0.404919537,1.413005135,-1.890223016,0.08912494,0.23786085,-5.045299709
RP11-783K16.13,-0.582481568,-0.247509775,-1.649158965,0.131264322,0.308682808,-5.045983505
MMS22L,0.570397598,5.481485493,2.303439461,0.044908973,0.146858956,-5.046652557
RP11-78O7.2,-0.748877285,-0.533166651,-1.607223478,0.1402182,0.321880187,-5.046789036
GAS5-AS1,0.324179501,1.733493547,1.938923583,0.08230564,0.224598174,-5.047190198
ADHFE1,-1.019024293,-0.831940328,-1.559306897,0.151112729,0.338584925,-5.047937139
ACADS,-0.615757642,2.52332521,-2.040927647,0.069582358,0.199344408,-5.048369995
RP1-309F20.3,0.701119327,0.156793596,1.706279694,0.119896087,0.290543999,-5.048441556
MRPS9,-0.243836433,4.812341282,-2.274483928,0.04714561,0.15216228,-5.048733574
SLC29A3,0.4836527,1.05923828,1.839199365,0.096832893,0.251755515,-5.048764636
BRD9,0.220890738,5.193170808,2.292486539,0.045742576,0.148939643,-5.049357347
CCBL1,-0.298818046,3.761117514,-2.192848225,0.05405057,0.167294105,-5.049446323
S100A6,0.693405556,5.185086035,2.290449996,0.045899229,0.14916573,-5.049748796
B3GALNT2,-0.356905924,4.314713661,-2.239800925,0.049967687,0.158959375,-5.051938225
ENHO,-0.526136736,3.903050633,-2.202147739,0.053217068,0.165836423,-5.052959867
RP11-378J18.3,-0.324832823,1.759027299,-1.936502888,0.082632704,0.225192393,-5.053111407
RP5-991G20.1,0.452275767,2.136054776,1.990407107,0.07563161,0.211575083,-5.054009252
TOR4A,0.370010321,0.858968369,1.805540463,0.102251394,0.260811895,-5.054911116
LL0XNC01-116E7.2,0.912359144,0.023110933,1.681461656,0.124721239,0.298267919,-5.054970584
ISG20,0.4803402,0.037834753,1.685457442,0.123932684,0.296852407,-5.055062601
FBXL5,-0.255982928,7.280042111,-2.298945458,0.045249192,0.147644025,-5.05532515
RAD9A,0.347800103,3.029686588,2.107117581,0.062351198,0.184909888,-5.055794529
MKRN2,0.214341774,5.54816946,2.299552066,0.045203122,0.147533218,-5.057118429
RP11-46D6.1,-0.347855126,1.141976866,-1.842620125,0.096297356,0.250838411,-5.057351264
SUCLG1,-0.254637662,6.672535662,-2.308800912,0.044506349,0.14601681,-5.057633679
AKAP7,-0.297822765,5.00294307,-2.278207541,0.046852012,0.151538703,-5.057680647
CTD-3074O7.5,0.29773111,2.027049253,1.972438008,0.077900794,0.216340634,-5.059243368
FAM13B,0.329540481,5.730957507,2.302114482,0.04500902,0.14709053,-5.060113814
RP11-390P2.4,-0.31890609,2.627920208,-2.050066761,0.068538345,0.197364808,-5.060555178
CTD-2630F21.1,-0.421226447,1.009382257,-1.820314931,0.099839336,0.25697546,-5.060832923
UBTD2,0.224973942,5.734412329,2.30134893,0.045066925,0.147247886,-5.061576331
STK24-AS1,0.450083509,1.087664003,1.834654508,0.097548683,0.253049901,-5.061841886
FBXO45,0.197108759,5.334552257,2.289619089,0.045963293,0.149271925,-5.062521563
EIF5A2,0.357817635,3.705237401,2.180460441,0.055180489,0.169608934,-5.062825228
TPP1,-0.450722832,4.212554153,-2.224047964,0.051303028,0.161741691,-5.06331236
SFXN1,-0.199317561,6.760868784,-2.304319311,0.044842656,0.146705656,-5.063468018
LINC00693,0.299813406,3.083343751,2.108528203,0.062205201,0.184549431,-5.063916933
SCLT1,0.351868212,5.092035474,2.278917577,0.04679623,0.151455638,-5.064413345
SLC36A1,0.279978467,4.495788546,2.246295959,0.049426995,0.157675186,-5.064850437
GBA2,-0.227403131,6.620078376,-2.304807901,0.044805872,0.146648879,-5.065048804
RP11-11N9.4,0.561365778,1.771366666,1.931236342,0.083348498,0.226325881,-5.065167897
RCCD1,-0.5315669,1.879992615,-1.942963696,0.081762481,0.223395449,-5.065625159
RP4-753M9.1,0.56281113,1.836501524,1.939567975,0.08221878,0.22442902,-5.067104709
KIAA0196,-0.19734089,6.505386806,-2.30435542,0.044839937,0.146705656,-5.067164511
ANKRD28,-0.290384901,6.847899135,-2.300179453,0.045155523,0.147423419,-5.067899757
METTL21B,-0.385103806,2.943909901,-2.083836068,0.064808712,0.189921861,-5.068563555
AC078842.3,-0.87232499,-0.432019111,-1.600952101,0.141603163,0.323814534,-5.068891413
RP11-53O19.1,-0.75945576,2.040427326,-1.95883414,0.0796613,0.219231964,-5.069542736
FAM136A,-0.228395024,4.938201661,-2.26745481,0.04770473,0.153540065,-5.070609027
COPS7A,-0.415733534,6.251247906,-2.301099933,0.045085774,0.147277595,-5.071186116
CSE1L,0.243172163,7.493872564,2.283348059,0.04644962,0.150462879,-5.071633713
RPS6,-0.257730926,9.585274895,-2.202170604,0.053215034,0.165836423,-5.072288674
CD8A,0.750069008,-0.75643124,1.559942499,0.150963441,0.338487507,-5.073413445
HNRNPL,0.296158283,8.019201919,2.265163475,0.047888382,0.154032628,-5.073675387
ATP5L,-0.338030796,6.314428173,-2.300124176,0.045159715,0.147423419,-5.073700392
IFFO2,-0.439238523,4.763765325,-2.25512053,0.048701476,0.155950103,-5.073816157
FAM84B,-0.229844751,7.190567331,-2.289441883,0.045976967,0.149284216,-5.074440226
EIF3L,-0.336828839,8.11160961,-2.261019097,0.048222305,0.154776886,-5.074647902
SRRT,0.327600596,6.88456558,2.295238124,0.04553175,0.148381209,-5.07527435
GRM1,0.577384007,0.74476955,1.773932107,0.107593164,0.27010925,-5.075448287
PER2,0.198249977,5.630392764,2.290466421,0.045897963,0.14916573,-5.075452975
TLE2,-0.511897166,3.005185795,-2.085028986,0.064680571,0.189724674,-5.076382618
PHF1,0.238947685,4.926411809,2.263880458,0.047991517,0.154298604,-5.076665114
